# x
-9.801980198019801804e-01 1.000000000000000000e+00
-9.603960396039603609e-01 1.000000000000000000e+00
-9.405940594059405413e-01 1.000000000000000000e+00
-9.207920792079208328e-01 1.000000000000000000e+00
-9.009900990099010132e-01 1.000000000000000000e+00
-8.811881188118811936e-01 1.000000000000000000e+00
-8.613861386138613740e-01 1.000000000000000000e+00
-8.415841584158415545e-01 1.000000000000000000e+00
-8.217821782178218459e-01 1.000000000000000000e+00
-8.019801980198020264e-01 1.000000000000000000e+00
-7.821782178217822068e-01 1.000000000000000000e+00
-7.623762376237623872e-01 1.000000000000000000e+00
-7.425742574257425677e-01 1.000000000000000000e+00
-7.227722772277227481e-01 1.000000000000000000e+00
-7.029702970297029285e-01 1.000000000000000000e+00
-6.831683168316831090e-01 1.000000000000000000e+00
-6.633663366336632894e-01 1.000000000000000000e+00
-6.435643564356435808e-01 1.000000000000000000e+00
-6.237623762376237613e-01 1.000000000000000000e+00
-6.039603960396039417e-01 1.000000000000000000e+00
-5.841584158415842332e-01 1.000000000000000000e+00
-5.643564356435644136e-01 1.000000000000000000e+00
-5.445544554455445940e-01 1.000000000000000000e+00
-5.247524752475247745e-01 1.000000000000000000e+00
-5.049504950495049549e-01 1.000000000000000000e+00
-4.851485148514851353e-01 1.000000000000000000e+00
-4.653465346534653158e-01 1.000000000000000000e+00
-4.455445544554454962e-01 1.000000000000000000e+00
-4.257425742574257876e-01 1.000000000000000000e+00
-4.059405940594059681e-01 1.000000000000000000e+00
-3.861386138613861485e-01 1.000000000000000000e+00
-3.663366336633663289e-01 1.000000000000000000e+00
-3.465346534653465094e-01 1.000000000000000000e+00
-3.267326732673266898e-01 1.000000000000000000e+00
-3.069306930693068702e-01 1.000000000000000000e+00
-2.871287128712871617e-01 1.000000000000000000e+00
-2.673267326732673421e-01 1.000000000000000000e+00
-2.475247524752475226e-01 1.000000000000000000e+00
-2.277227722772277030e-01 1.000000000000000000e+00
-2.079207920792078834e-01 1.000000000000000000e+00
-1.881188118811880639e-01 1.000000000000000000e+00
-1.683168316831683553e-01 1.000000000000000000e+00
-1.485148514851485357e-01 1.000000000000000000e+00
-1.287128712871287162e-01 1.000000000000000000e+00
-1.089108910891088966e-01 1.000000000000000000e+00
-8.910891089108907703e-02 1.000000000000000000e+00
-6.930693069306925747e-02 1.000000000000000000e+00
-4.950495049504954892e-02 1.000000000000000000e+00
-2.970297029702972935e-02 1.000000000000000000e+00
-9.900990099009909784e-03 1.000000000000000000e+00
9.900990099009909784e-03 1.000000000000000000e+00
2.970297029702972935e-02 1.000000000000000000e+00
4.950495049504954892e-02 1.000000000000000000e+00
6.930693069306936849e-02 1.000000000000000000e+00
8.910891089108918806e-02 1.000000000000000000e+00
1.089108910891090076e-01 1.000000000000000000e+00
1.287128712871288272e-01 1.000000000000000000e+00
1.485148514851484247e-01 1.000000000000000000e+00
1.683168316831682443e-01 1.000000000000000000e+00
1.881188118811880639e-01 1.000000000000000000e+00
2.079207920792078834e-01 1.000000000000000000e+00
2.277227722772277030e-01 1.000000000000000000e+00
2.475247524752475226e-01 1.000000000000000000e+00
2.673267326732673421e-01 1.000000000000000000e+00
2.871287128712871617e-01 1.000000000000000000e+00
3.069306930693069813e-01 1.000000000000000000e+00
3.267326732673268008e-01 1.000000000000000000e+00
3.465346534653466204e-01 1.000000000000000000e+00
3.663366336633664400e-01 1.000000000000000000e+00
3.861386138613862595e-01 1.000000000000000000e+00
4.059405940594058571e-01 1.000000000000000000e+00
4.257425742574256766e-01 1.000000000000000000e+00
4.455445544554454962e-01 1.000000000000000000e+00
4.653465346534653158e-01 1.000000000000000000e+00
4.851485148514851353e-01 1.000000000000000000e+00
5.049504950495049549e-01 1.000000000000000000e+00
5.247524752475247745e-01 1.000000000000000000e+00
5.445544554455445940e-01 1.000000000000000000e+00
5.643564356435644136e-01 1.000000000000000000e+00
5.841584158415842332e-01 1.000000000000000000e+00
6.039603960396040527e-01 1.000000000000000000e+00
6.237623762376238723e-01 1.000000000000000000e+00
6.435643564356436919e-01 1.000000000000000000e+00
6.633663366336632894e-01 1.000000000000000000e+00
6.831683168316831090e-01 1.000000000000000000e+00
7.029702970297029285e-01 1.000000000000000000e+00
7.227722772277227481e-01 1.000000000000000000e+00
7.425742574257425677e-01 1.000000000000000000e+00
7.623762376237623872e-01 1.000000000000000000e+00
7.821782178217822068e-01 1.000000000000000000e+00
8.019801980198020264e-01 1.000000000000000000e+00
8.217821782178218459e-01 1.000000000000000000e+00
8.415841584158416655e-01 1.000000000000000000e+00
8.613861386138614851e-01 1.000000000000000000e+00
8.811881188118813046e-01 1.000000000000000000e+00
9.009900990099009022e-01 1.000000000000000000e+00
9.207920792079207217e-01 1.000000000000000000e+00
9.405940594059405413e-01 1.000000000000000000e+00
9.603960396039603609e-01 1.000000000000000000e+00
9.801980198019801804e-01 1.000000000000000000e+00
-9.801980198019801804e-01 9.799999999999999822e-01
-9.603960396039603609e-01 9.799999999999999822e-01
-9.405940594059405413e-01 9.799999999999999822e-01
-9.207920792079208328e-01 9.799999999999999822e-01
-9.009900990099010132e-01 9.799999999999999822e-01
-8.811881188118811936e-01 9.799999999999999822e-01
-8.613861386138613740e-01 9.799999999999999822e-01
-8.415841584158415545e-01 9.799999999999999822e-01
-8.217821782178218459e-01 9.799999999999999822e-01
-8.019801980198020264e-01 9.799999999999999822e-01
-7.821782178217822068e-01 9.799999999999999822e-01
-7.623762376237623872e-01 9.799999999999999822e-01
-7.425742574257425677e-01 9.799999999999999822e-01
-7.227722772277227481e-01 9.799999999999999822e-01
-7.029702970297029285e-01 9.799999999999999822e-01
-6.831683168316831090e-01 9.799999999999999822e-01
-6.633663366336632894e-01 9.799999999999999822e-01
-6.435643564356435808e-01 9.799999999999999822e-01
-6.237623762376237613e-01 9.799999999999999822e-01
-6.039603960396039417e-01 9.799999999999999822e-01
-5.841584158415842332e-01 9.799999999999999822e-01
-5.643564356435644136e-01 9.799999999999999822e-01
-5.445544554455445940e-01 9.799999999999999822e-01
-5.247524752475247745e-01 9.799999999999999822e-01
-5.049504950495049549e-01 9.799999999999999822e-01
-4.851485148514851353e-01 9.799999999999999822e-01
